;contractingProcedureType;publicationDate;ccp;objectBriefDescription;initialContractualPrice;signingDate;id;contractFundamentationType;closeDate;causesDeadlineChange;causesPriceChange;frameworkAgreementProcedureId;frameworkAgreementProcedureDescription;increments;documents;invitees;observations;totalEffectivePrice;endOfContractType;contractingProcedureUrl;ambientCriteria;directAwardFundamentationType;announcementId;contestants;cpvsType;cpvsDesignation;cpvsValue;cocontratantes;aquisitionStateMemberUE;infoAquisitionStateMemberUE;groupMembers;normal;specialMeasures;regime;executionDeadline;contractTypeCS;executionPlace;centralizedProcedure;cpvs;income;nonWrittenContractJustificationTypes;contractStatus;materialCriteria;contractTypes;description;contractingNif;contractingDescription;contractingId;contractedNif;contractedDescription;contractedId;links_documentos
555;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de 25 computadores portáteis;4.105,65 €;25-02-2026;13836409;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'contrat.pdf', 'id': 2466397}];[];;;;;False;Não aplicável;-1;[];Principal;Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software) - Em informática;4105.65 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;15 dias;False;Portugal, Lisboa, Lisboa;False;30000000-9;False;;;False;Aquisição de bens móveis;Aquisição de 25 equipamentos informáticos para munir o Agrupamento de Escolas de meios a oferecer aos seus alunos, tendo em vista o sucesso escolar destes.;600080129;Agrupamento de Escolas Francisco de Arruda, Lisboa;296745;503996181;SERVELEC - SERVIÇOS DE ELETRÓNICA, LDA;115598;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466397&ext=.pdf
556;Contratação excluída II;05-03-2026;False;Aquisição de estação de sondagem;167.774,00 €;24-02-2026;13836401;artigo 3.º n.º 1 do DLn.º 60/2018, de 03.08;;;;Não aplicável.;Não aplicável.;False;[{'description': 'C. Exc. 0001_2026Contrato - signed.pdf', 'id': 2466396}];[];;;;;False;Não aplicável;-1;[{'nif': '507702085', 'description': 'eNGN Technologies - Soluções de Medida e Telecomunicações Lda', 'id': 3125}];Principal;Aparelhos de radiossondagem;167774.0 € ;False;False;;;True;;Decreto-Lei n.º 60/2018, de 03.08;118 dias;False;Portugal, Porto, Porto;False;38124000-0;False;;;False;Aquisição de bens móveis;Aquisição de estação de sondagem;504441361;INESC TEC - Instituto de Engenharia de Sistemas e Computadores, Tecnologia e Ciência;8583;507702085;eNGN Technologies - Soluções de Medida e Telecomunicações Lda;3125;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466396&ext=.pdf
557;Ao abrigo de acordo-quadro (art.º 258.º);05-03-2026;False;ADCM002USI2025  Aquisição de material informático ao abrigo do Acordo Quadro para Aquisição e Aluguer Operacional de Equipamento Informático (CNCM - AQ/88/2024), promovido pela Central Nacional de Compras Municipais (CNCM). ;41.893,15 €;12-02-2026;13836393;Artigo 258.º do Código dos Contratos Públicos;;;;7336668;Acordo Quadro para Aquisição e Aluguer Operacional de Equipamento Informático;False;[{'description': 'PB_ADCM002USI2025_Contrato_signed.pdf', 'id': 2466395}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwNTc1Mw;False;Não aplicável;-1;[{'nif': '503412031', 'description': 'CLARANET PORTUGAL S A', 'id': 18924}, {'nif': '510728189', 'description': 'CLARANET II SOLUTIONS, S.A.', 'id': 454083}];Principal;Equipamento e material informático;41893.15 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;30 dias;False;Portugal;False;30200000-1;False;;;False;Aquisição de bens móveis;ADCM002USI2025  Aquisição de material informático ao abrigo do Acordo Quadro para Aquisição e Aluguer Operacional de Equipamento Informático (CNCM - AQ/88/2024), promovido pela Central Nacional de Compras Municipais (CNCM). ;507396081;EMAC - Empresa Municipal de Ambiente de Cascais, EM, SA;22108;510728189;CLARANET II SOLUTIONS, S.A.;454083;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466395&ext=.pdf
558;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição de Serviços na Área das Olarias;13.200,00 €;03-03-2026;13836391;Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato_assinado_BARRADO.pdf', 'id': 2466394}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços recreativos, culturais e desportivos;13200.0 € ;False;False;;;True;;DLR n.º 27/2015/A, de 29.12;1095 dias;False;Portugal, Região Autónoma dos Açores, Vila Franca do Campo;False;92000000-1;False;;;False;Aquisição de serviços;Aquisição de Serviços na Área das Olarias;512043701;Município de Vila Franca do Campo;20002;-;Alexandra de Fátima Ribeiro Costa;4766039;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466394&ext=.pdf
559;Contratação excluída II;05-03-2026;False;Arrendamento de espaço para realização de aulas de Formação Profissional - Curso de Cozinha;7.980,00 €;07-10-2025;13836386;artigo 6.º-A n.º 1 do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato arrendamento com ercial.pdf', 'id': 2466393}];[];;;;;False;Não aplicável;-1;[{'nif': '-', 'description': 'Maria da Glória Fechas Barroso', 'id': 5556663}];Principal;Instalações para formação;7980.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;364 dias;False;Portugal, Braga, Cabeceiras de Basto;False;80520000-5;False;;;False;Aquisição de serviços;Arrendamento de espaço para realização de aulas de Formação Profissional - Curso de Cozinha;515574856;PXP Soluções Empresariais, L.da;5496661;-;Maria da Glória Fechas Barroso;5556663;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466393&ext=.pdf
560;Contratação excluída II;05-03-2026;False;Enchimento e substituição de garrafas Linde durante o ano 2026;6.105,69 €;24-02-2026;13836372;artigo 3.º n.º 1 do DLn.º 60/2018, de 03.08;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[{'nif': '500266344', 'description': 'Linde Portugal, Lda.', 'id': 5168}];Principal;Serviços de investigação;6105.69 € ;False;False;;;True;;Decreto-Lei n.º 60/2018, de 03.08;310 dias;False;Portugal, Lisboa, Lisboa;False;73110000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Enchimento e substituição de garrafas Linde durante o ano 2026;501389660;Laboratório Nacional de Engenharia Civil, IP;4661;500266344;Linde Portugal, Lda.;5168;
561;Ajuste Direto Regime Geral;05-03-2026;False;AD32/JFSDB/2026 - Serviços de apoio operacional das atividades da Junta de Freguesia;12.600,00 €;05-02-2026;13836342;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'Contrato Vitor Aguiar (1).pdf', 'id': 2466392}];[];;;;;False;Não aplicável;-1;[];Principal;Serviços relacionados com a administração pública;12600.0 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal, Lisboa, Lisboa;False;75100000-7;False;;;False;Aquisição de serviços;AD32/JFSDB/2026 - Serviços de apoio operacional das atividades da Junta de Freguesia;505203731;Freguesia de São Domingos de Benfica;467425;-;Vitor Manuel dos Santos Dias de Aguiar;4062834;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466392&ext=.pdf
562;Concurso público;05-03-2026;False;Aquisição de serviços de verificação e validação de despesas (revisão/auditoria) de projetos de investigação;2.700,00 €;26-02-2026;13836337;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '51 Contrato CP404 Lote4 rasurado.pdf', 'id': 2466391}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwNDM5OA;False;Não aplicável;431418;[{'nif': '506942155', 'description': 'Crowe & Associados, SROC, Lda. ', 'id': 48531}, {'nif': '501801804', 'description': 'M. Silva, P. Caiado, P. Ferreira & Associados, SROC, Lda', 'id': 33902}, {'nif': '505988283', 'description': 'E & Y', 'id': 85153}, {'nif': '509231799', 'description': 'A.ZÓZIMO & M.LOURENÇO, SROC, LDA', 'id': 122089}, {'nif': '504012681', 'description': 'DFK & Associados,SROC, Lda', 'id': 31531}, {'nif': '501340467', 'description': 'BDO & Associados, Sociedade de Revisores Oficiais de Contas, Lda', 'id': 5119}, {'nif': '-', 'description': 'Maria Salomé dos Santos Costa', 'id': 5424878}, {'nif': '502844787', 'description': 'Kreston & Associados-SROC,Lda ', 'id': 242276}, {'nif': '516737481', 'description': 'BSO CONSULTING, LDA', 'id': 4507082}, {'nif': '501458107', 'description': 'JÚLIO ALVES, CABRAL, SARAIVA & ASSOCIADO, SROC, LDA', 'id': 1798}];Principal;Serviços de auditoria financeira;2700.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;95 dias;False;Portugal;False;79212100-4;False;;;False;Aquisição de serviços;Aquisição de serviços de verificação e validação de despesas (revisão/auditoria) de projetos de investigação;501461108;Universidade de Aveiro;6708;506942155;Crowe & Associados, SROC, Lda. ;48531;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466391&ext=.pdf
563;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;261Y000201 - AQUISIÇÃO DE MEDICAMENTOS DIVERSOS - 304/2023;67.642,36 €;04-03-2026;13836310;Artigo 259.º do Código dos Contratos Públicos;;;;6328018;304/2023 - Medicamentos do grupo 4: sangue;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/TUYrc0VuMEtSQVdnNlBkbjBCWklRWmR2V3VNbVlwYm9EaW5Kb1oxcVc4dE1xZ0NnemVxOGJmUE55cjVKOHBPT0NtVG1HaDg3UVMzZ1F5Nm0ra09KWnc9PTBnR29G;False;Não aplicável;-1;[];Principal;Derivados sanguíneos;67642.36 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;303 dias;False;Portugal, Lisboa, Lisboa;False;33141510-8;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;261Y000201 - AQUISIÇÃO DE MEDICAMENTOS DIVERSOS - 304/2023;508481287;Unidade Local de Saúde de Santa Maria, E. P. E.;50317;500162085;LABORATÓRIOS ATRAL, S.A.;1988;
564;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;41/1194/2026 - Medicamentos Imunomoduladores e do Foro Oncológico;520.894,54 €;19-02-2026;13836281;Artigo 259.º do Código dos Contratos Públicos;;;;6677696;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;False;[];[];;;;http://www.chualgarve.min-saude.pt  ;False;Não aplicável;-1;[];Principal;Medicamentos vários;520894.54 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );306 dias;False;Portugal, Faro, Faro;False;33690000-3;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;Medicamentos Imunomoduladores e do Foro Oncológico;510745997;Unidade Local de Saúde do Algarve, EPE;450005;504293753;Fresenius Kabi Pharma Portugal, Lda.;1114;
565;Ao abrigo de acordo-quadro (art.º 258.º);05-03-2026;False;Fornecimento de combustível rodoviário a granel, correspondente ao opcional 1.1 gasóleo simples do Acordo Quadro para fornecimento de combustíveis de origem fóssil e biocombustíveis CNCM-AQ/90/2025 promovido pela Central Nacional de >Compras Públicas (CNCM);642.276,42 €;20-02-2026;13836150;Artigo 258.º do Código dos Contratos Públicos;;;;7918193;CNCM-AQ/90/2025 - Acordo Quadro para Fornecimento de Combustíveis de origem fóssil e Biocombustíveis;False;[{'description': 'contrato_Portalegre26_ok.pdf', 'id': 2466390}];[];;;;;False;Não aplicável;-1;[];Principal;Gasóleos;642276.42 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );731 dias;False;Portugal, Portalegre, Portalegre;False;09134000-7;False;;;False;Aquisição de bens móveis;Fornecimento de combustível rodoviário a granel, correspondente ao opcional 1.1 gasóleo simples do Acordo Quadro para fornecimento de combustíveis de origem fóssil e biocombustíveis CNCM-AQ/90/2025 promovido pela Central Nacional de >Compras Públicas (CNCM);501143718;Município de Portalegre;2660;508306000;Lubrifuel - Combustiveis e Lubrificantes, Lda;237639;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466390&ext=.pdf
566;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Procedimento agregado ao abrigo do lote 3 do acordo quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental;322.875,83 €;02-01-2026;13836140;Artigo 259.º do Código dos Contratos Públicos;;;;6586598;"Acordo Quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental";False;[{'description': 'Contrato Base Gov.pdf', 'id': 2466389}];[];;;;https://plataforma-sncp.espap.gov.pt/espap/faces/app/acessoDocs.jsp?codigoAcesso=twiSRvpVwuqG55EadOmlAqouTAmnSGVAeSmXuP5Ucp3uXildqF;False;Não aplicável;-1;[{'nif': '500697370', 'description': ' Petrogal, S.A.', 'id': 583}, {'nif': '507857542', 'description': 'GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A.', 'id': 193211}, {'nif': '503504564', 'description': 'EDP Comercial, SA', 'id': 13169}, {'nif': '980245974', 'description': 'Endesa Energia, S.A. - Sucursal Portugal', 'id': 154832}];Principal;Gás natural;322875.83 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );365 dias;False;Portugal;True;09123000-7;False;;;False;Aquisição de bens móveis;Procedimento agregado ao abrigo do lote 3 do acordo quadro para o fornecimento de gás natural em regime de mercado livre para Portugal Continental;501442600;Instituto do Emprego e da Formação Profissional, IP;112;500697370;Petrogal, S.A.;583;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466389&ext=.pdf
567;Concurso público;05-03-2026;False;Aquisição de serviços de verificação e validação de despesas (revisão/auditoria) de projetos de investigação;2.700,00 €;16-02-2026;13836015;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': '49 Contrato CP404 Lote2 rasurado.pdf', 'id': 2466386}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwNDM5OA;False;Não aplicável;431418;[{'nif': '-', 'description': 'Maria Salomé dos Santos Costa', 'id': 5424878}, {'nif': '506942155', 'description': 'Crowe & Associados, SROC, Lda. ', 'id': 48531}, {'nif': '504012681', 'description': 'DFK & Associados,SROC, Lda', 'id': 31531}, {'nif': '501458107', 'description': 'JÚLIO ALVES, CABRAL, SARAIVA & ASSOCIADO, SROC, LDA', 'id': 1798}, {'nif': '502844787', 'description': 'Kreston & Associados-SROC,Lda ', 'id': 242276}, {'nif': '509231799', 'description': 'A.ZÓZIMO & M.LOURENÇO, SROC, LDA', 'id': 122089}, {'nif': '505988283', 'description': 'E & Y', 'id': 85153}, {'nif': '501340467', 'description': 'BDO & Associados, Sociedade de Revisores Oficiais de Contas, Lda', 'id': 5119}, {'nif': '501801804', 'description': 'M. Silva, P. Caiado, P. Ferreira & Associados, SROC, Lda', 'id': 33902}, {'nif': '516737481', 'description': 'BSO CONSULTING, LDA', 'id': 4507082}];Principal;Serviços de auditoria financeira;2700.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;58 dias;False;Portugal;False;79212100-4;False;;;False;Aquisição de serviços;Aquisição de serviços de verificação e validação de despesas (revisão/auditoria) de projetos de investigação;501461108;Universidade de Aveiro;6708;506942155;Crowe & Associados, SROC, Lda. ;48531;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466386&ext=.pdf
568;Ajuste Direto Regime Geral;05-03-2026;False;AQUISIÇÃO DE SERVIÇOS PARA ESPETÁCULO NO PAX JULIA - TEATRO MUNICIPAL COM A ARTISTA AUREA;6.500,00 €;27-02-2026;13836003;Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODA3OA;False;ausência de recursos próprios;-1;[{'nif': '513445137', 'description': 'IDADE DAS IDEIAS - PRODUTORES ASSOCIADOS DE ESPECTÁCULOS E EVENTOS, LDA', 'id': 726407}];Principal;Serviços de espectáculos recreativos e de dança;6500.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;1 dias;False;Portugal, Beja, Beja;False;92340000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;AQUISIÇÃO DE SERVIÇOS PARA ESPETÁCULO NO PAX JULIA - TEATRO MUNICIPAL COM A ARTISTA AUREA;504884620;Município de Beja;1342;513445137;IDADE DAS IDEIAS - PRODUTORES ASSOCIADOS DE ESPECTÁCULOS E EVENTOS, LDA;726407;
569;Ajuste Direto Regime Geral;05-03-2026;False;Aquisição das licenças Microsoft 365 Copilot EDU Add-on e Copilot Studio EDU Sub (Messages);4.921,57 €;04-03-2026;13835839;Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODQwMw;False;ausência de recursos próprios;-1;[{'nif': '510728189', 'description': 'Claranet II Solutions, S.A.', 'id': 454083}];Principal;Pacotes de software e sistemas de informação;4921.57 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;610 dias;False;Portugal;False;48000000-8;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Locação de bens móveis;Aquisição das licenças Microsoft 365 Copilot EDU Add-on e Copilot Studio EDU Sub (Messages);503494933;Instituto Politécnico do Cávado e do Ave;681;510728189;CLARANET II SOLUTIONS, S.A.;454083;
570;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito da Agregação Centralizada Medicamentos 2026;208.993,46 €;22-01-2026;13835717;Artigo 259.º do Código dos Contratos Públicos;;;;6677696;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/a3dUekxKRVVneGkrVDJxZ1BnUU5OeGM2VmtXZzJSUkRsWVQ4L0J6eUl3eGlhWGVJeFlXYTFpMHdRbHQvWmZGQ3R4d1RSNmN5WCtRTW1wVmRuemM2MXc9PUsqOHhR;False;Não aplicável;-1;[{'nif': '500043256', 'description': 'BAYER PORTUGAL, SA.', 'id': 1098}, {'nif': '502942240', 'description': 'AstraZeneca - Produtos Farmacêuticos, Lda.', 'id': 924}, {'nif': '510229050', 'description': 'ABBVIE,LDA', 'id': 329440}, {'nif': '500230366', 'description': 'PIERRE FABRE MEDICAMENT PORTUG', 'id': 35905}];Principal;Produtos farmacêuticos;208993.46 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito  da Agregação Centralizada Medicamentos 2026;506361608;Unidade Local de Saúde do Médio Tejo, E. P. E.;72970;502942240;ASTRAZENECA - PRODUTOS FARMACÊUTICOS, LDA.;924;
571;Ajuste Direto Regime Geral;05-03-2026;False;Valvulas diversas;2.578,56 €;26-01-2026;13835700;Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Torneiras e válvulas;2578.56 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );330 dias;False;Portugal, Setúbal, Almada;False;42131000-6;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;True;Aquisição de bens móveis;Valvulas diversas;506361470;Unidade Local de Saúde de Almada-Seixal, EPE;70659;980474710;Olympus Iberia S.A.U, Sucursal em Portugal;358179;
572;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito da Agregação Centralizada Medicamentos 2026;3.675,15 €;22-01-2026;13835526;Artigo 259.º do Código dos Contratos Públicos;;;;6677696;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;False;[];[];;;;https://community.vortal.biz/Public/public-tender-documents/a3dUekxKRVVneGkrVDJxZ1BnUU5OeGM2VmtXZzJSUkRsWVQ4L0J6eUl3eGlhWGVJeFlXYTFpMHdRbHQvWmZGQ3R4d1RSNmN5WCtRTW1wVmRuemM2MXc9PUsqOHhR;False;Não aplicável;-1;[{'nif': '502942240', 'description': 'AstraZeneca - Produtos Farmacêuticos, Lda.', 'id': 924}, {'nif': '500230366', 'description': 'PIERRE FABRE MEDICAMENT PORTUG', 'id': 35905}, {'nif': '500043256', 'description': 'BAYER PORTUGAL, SA.', 'id': 1098}, {'nif': '510229050', 'description': 'ABBVIE,LDA', 'id': 329440}];Principal;Produtos farmacêuticos;3675.15 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;365 dias;False;Portugal, Santarém, Tomar;True;33600000-6;False;Artigo 95.º, n.º 1, b), locação ou de aquisição de bens móveis ou aquisição de serviços ao abrigo de um contrato público de aprovisionamento;;False;Aquisição de bens móveis;2026/0059- Aquisição ao abrigo de vários acordo(s)-quadro no âmbito  da Agregação Centralizada Medicamentos 2026;506361608;Unidade Local de Saúde do Médio Tejo, E. P. E.;72970;500230366;PIERRE FABRE MÉDICAMENT PORTUGAL, LDA;35905;
573;Consulta Prévia;05-03-2026;False;"Contrato de Empreitada de Remodelação e Adaptação da Cozinha da ERPI - \""Residência Sénior Baixo Mondego\""";74.500,00 €;25-02-2026;13835468;Artigo 19.º, alínea c) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'contrato Outorgado expurgado.pdf', 'id': 2466385}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0ODYyMg;False;Não aplicável;-1;"[{'nif': '504523406', 'description': 'Carlos Nunes &amp; Irmãos - Frio Ind. e Comercial, Lda', 'id': 170113}]";Principal;Instalação de cozinhas encastradas;74500.0 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;90 dias;False;Portugal;False;45421151-7;False;;;False;Empreitadas de obras públicas;"Contrato de Empreitada de Remodelação e Adaptação da Cozinha da ERPI - \""Residência Sénior Baixo Mondego\""";501102698;Casa do Povo de Abrunheira;132071;504523406;CARLOS NUNES & IRMÃOS - FRIO INDUSTRIAL E  COMERCIAL, LDA.;170113;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466385&ext=.pdf
574;Ao abrigo de acordo-quadro (art.º 259.º);05-03-2026;False;Participação dos técnico Catarina Esteves e Carlos Pereira nas Jornadas de Meteorologia  Espanhola em Málaga.;1.692,92 €;24-02-2026;13835460;Artigo 259.º do Código dos Contratos Públicos;;;;5715196;Acordo Quadro de Viagens e Alojamento;False;[];[];;;;;False;Não aplicável;-1;[];Principal;Serviços de agências de viagens e serviços similares;1692.92 € ;False;False;;;True;;Código dos Contratos Públicos ( DL 111-B/2017 );3 dias;False;Portugal, Lisboa, Lisboa;False;63510000-7;False;Artigo 95.º, n.º 1, a), contrato de locação ou de aquisição de bens móveis ou de aquisição de serviços cujo preço contratual não excede 10.000,00 € e para Região Autónoma da Madeira um coeficiente de 1,45 €;;False;Aquisição de serviços;Participação dos técnico Catarina Esteves e Carlos Pereira nas Jornadas de Meteorologia  Espanhola em Málaga.;510265600;Instituto Português do Mar e da Atmosfera, IP;333814;506019608;SMILE - VIAGENS E TURISMO, UNIPESSOAL LDA;888733;
575;Concurso público;05-03-2026;False;Aquisição de mobiliário e equipamento médico e informático para a Ampliação do Centro de Saúde de Pombal e para os novos Pólos de Saúde em construção, nomeadamente, Pólo do Vale do Arunca, Pólo de Carnide, Meirinhas e Vermoil e Pólo da União de freguesias de Santiago e São Simão de Litém e Albergaria dos Doze - Processo n.º 09_2025_UCP_CPB.;613.525,75 €;04-03-2026;13835425;Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos;;;;Não aplicável.;Não aplicável.;False;[{'description': 'CONTRATO_09_2025_UCP_CPB_BASE.pdf', 'id': 2466384}];[];;;;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTg1NTU0;False;Não aplicável;431247;[{'nif': '504223895', 'description': 'ALFRAPHAR - EQUIPAMENTOS E PRODUTOS FARMACEUTICOS, LDA', 'id': 155088}];Principal;Equipamento diverso;613525.75 € ;False;False;;;True;;Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05;120 dias;False;Portugal;False;39300000-5;False;;;False;Aquisição de bens móveis;Aquisição de mobiliário e equipamento médico e informático para a Ampliação do Centro de Saúde de Pombal e para os novos Pólos de Saúde em construção, nomeadamente, Pólo do Vale do Arunca, Pólo de Carnide, Meirinhas e Vermoil e Pólo da União de freguesias de Santiago e São Simão de Litém e Albergaria dos Doze - Processo n.º 09_2025_UCP_CPB.;506334562;Município de Pombal;17;504223895;ALFRAPHAR - Equipamentos e Produtos Farmacêuticos, Lda.;155088;https://www.base.gov.pt/Base4/pt/resultados/?type=doc_documentos&id=2466384&ext=.pdf
